sale_id,customer_id,product_id,date_id,quantity,total_amount,discount
1226,653,30,20231029,1,434.3,95.546
1227,189,64,20231115,4,730.56,211.86239999999998
1228,738,73,20230103,10,57.2,8.008000000000001
1229,406,73,20231113,10,72.14,18.035
1230,436,46,20230103,7,442.47,26.5482
1231,17,45,20231018,10,920.2,92.02000000000001
1232,110,66,20230709,8,361.61,10.8483
1233,286,76,20231027,3,931.17,111.7404
1234,131,60,20231205,10,753.27,210.9156
1235,701,53,20230619,1,645.79,174.3633
1236,756,46,20230819,1,269.9,78.27099999999999
1237,759,29,20230515,1,306.31,58.1989
1238,485,30,20230811,3,308.45,74.02799999999999
1239,705,90,20230803,4,848.46,169.692
1240,942,95,20231209,9,232.09,34.8135
1241,187,29,20231107,1,388.93,7.7786
1242,800,59,20230216,8,942.8,18.855999999999998
1243,186,15,20230519,9,73.33,1.4666
1244,192,29,20230628,3,469.84,56.380799999999994
1245,279,3,20230312,7,125.39,21.316300000000002
1246,507,68,20230705,2,398.26,103.5476
1247,776,76,20230211,3,806.75,88.7425
1248,812,68,20231206,2,258.5,36.190000000000005
1249,333,76,20231017,2,278.17,55.63400000000001
1250,509,55,20230114,5,569.88,68.3856
1251,859,67,20230116,1,547.27,93.0359
1252,822,50,20230704,10,931.09,195.5289
1253,559,62,20230405,2,399.76,47.971199999999996
1254,493,38,20230429,1,703.61,42.2166
1255,285,78,20230411,8,681.78,149.9916
1256,355,79,20230415,3,492.86,113.35780000000001
1257,235,64,20230623,8,71.06,17.0544
1258,252,83,20231006,4,456.75,45.675000000000004
1259,6,19,20230306,6,102.54,18.4572
1260,260,16,20230125,1,631.23,69.4353
1261,902,91,20230422,7,653.44,143.75680000000003
1262,770,44,20231103,1,652.18,58.69619999999999
1263,527,68,20230705,10,680.04,102.00599999999999
1264,812,43,20231206,2,841.75,8.4175
1265,843,43,20230614,2,281.16,50.6088
1266,613,61,20230720,10,567.4,0.0
1267,758,88,20231012,3,439.17,101.0091
1268,172,88,20230401,9,236.28,49.6188
1269,420,23,20230209,9,211.51,46.532199999999996
1270,736,30,20230102,10,903.38,189.7098
1271,103,42,20230201,1,30.18,2.1126
1272,593,15,20230928,10,392.42,113.8018
1273,606,89,20231123,3,113.25,13.59
1274,947,100,20231214,1,341.37,37.5507
1275,308,92,20231008,9,620.18,93.02699999999999
1276,331,88,20230901,2,217.24,45.620400000000004
1277,290,10,20230714,6,725.86,108.879
1278,969,44,20230523,10,122.31,18.3465
1279,791,26,20230802,2,294.07,49.9919
1280,426,68,20230429,2,154.88,4.6464
1281,762,56,20230119,8,385.19,77.03800000000001
1282,20,96,20230307,7,733.52,117.3632
1283,715,25,20230515,2,633.91,95.08649999999999
1284,503,83,20230510,7,456.42,4.5642000000000005
1285,304,4,20230713,7,432.9,77.922
1286,946,80,20230305,1,857.06,85.706
1287,856,44,20230503,10,481.09,24.0545
1288,889,59,20231031,4,961.61,144.2415
1289,237,60,20230129,8,930.73,232.6825
1290,698,63,20230614,4,464.48,18.5792
1291,284,16,20231224,10,303.04,45.456
1292,770,36,20230108,2,703.85,112.616
1293,279,50,20230826,1,509.38,106.96979999999999
1294,704,100,20230731,2,353.62,60.11540000000001
1295,602,31,20231201,9,387.98,19.399
1296,956,99,20231107,3,458.69,4.5869
1297,106,55,20230118,6,179.24,46.6024
1298,509,39,20230503,10,37.84,10.216800000000001
1299,666,15,20230415,7,842.11,33.684400000000004
1300,55,61,20231014,9,938.98,178.4062
1301,949,86,20230315,5,724.76,57.9808
1302,84,87,20230424,1,908.41,218.01839999999999
1303,877,83,20230126,10,530.1,90.117
1304,900,17,20230701,6,108.93,31.5897
1305,255,60,20230704,9,548.1,32.886
1306,594,67,20230814,10,478.88,19.1552
1307,761,42,20230524,4,403.18,76.6042
1308,510,89,20231011,9,514.95,97.8405
1309,137,55,20231011,3,913.93,182.786
1310,699,54,20230907,9,905.31,262.5399
1311,798,54,20230308,9,139.43,1.3943
1312,96,84,20230629,5,960.75,240.1875
1313,409,64,20230509,7,952.63,85.7367
1314,80,71,20230911,7,97.93,25.461800000000004
1315,168,33,20231119,6,41.56,9.1432
1316,149,43,20231129,8,540.67,32.4402
1317,395,70,20230625,7,619.8,80.574
1318,591,83,20230410,4,653.99,163.4975
1319,243,100,20230717,4,427.73,81.26870000000001
1320,378,38,20231102,4,517.82,41.4256
1321,159,80,20230822,5,125.1,30.023999999999997
1322,758,7,20231219,9,23.41,2.8091999999999997
1323,741,30,20230315,6,351.5,38.665
1324,806,68,20230213,4,438.12,35.0496
1325,455,58,20230314,6,878.51,96.6361
1326,637,33,20231208,10,213.81,38.4858
1327,368,56,20231103,4,193.64,30.9824
1328,213,10,20230704,6,976.03,9.760299999999999
1329,227,90,20230912,10,151.46,43.9234
1330,404,87,20230916,6,63.59,14.625700000000002
1331,5,2,20230627,3,981.28,235.50719999999998
1332,812,17,20231123,7,577.2,115.44000000000001
1333,588,16,20230601,5,163.25,4.8975
1334,332,33,20230205,5,198.71,53.651700000000005
1335,955,15,20230312,8,734.99,95.54870000000001
1336,127,33,20230114,5,899.48,215.8752
1337,667,40,20231205,8,616.9,160.394
1338,426,16,20230421,2,833.3,41.665
1339,823,8,20231212,2,878.02,61.461400000000005
1340,227,35,20230829,10,640.97,19.2291
1341,51,77,20230823,9,454.82,131.8978
1342,47,23,20230102,10,512.86,148.7294
1343,624,58,20230102,2,149.36,2.9872000000000005
1344,697,1,20230323,4,512.96,143.6288
1345,929,14,20231024,8,802.6,160.52
1346,128,23,20230728,7,265.09,60.970699999999994
1347,549,50,20231001,10,678.88,81.4656
1348,925,72,20230305,5,542.21,108.44200000000001
1349,492,97,20230123,7,339.7,67.94
1350,631,93,20230429,9,455.22,36.4176
1351,738,19,20230226,8,714.17,207.10929999999996
1352,914,57,20231120,9,126.83,5.0732
1353,230,68,20230109,5,70.34,16.8816
1354,727,40,20230812,5,885.59,177.11800000000002
1355,706,2,20230210,1,61.03,10.9854
1356,280,91,20230824,3,402.62,60.393
1357,886,54,20231125,4,405.2,85.092
1358,889,40,20230525,8,866.59,190.6498
1359,637,77,20231204,5,230.83,25.3913
1360,227,19,20230117,1,924.25,203.335
1361,793,5,20230613,6,825.92,16.5184
1362,942,16,20230914,6,403.29,56.46060000000001
1363,334,50,20230525,10,224.5,29.185000000000002
1364,870,94,20230824,2,885.16,17.7032
1365,415,75,20230602,1,730.39,146.078
1366,44,33,20230831,1,562.09,95.55530000000002
1367,632,97,20230707,5,79.79,15.958000000000002
1368,743,79,20230819,8,33.43,2.0058
1369,540,45,20230107,4,718.74,71.87400000000001
1370,98,79,20230728,7,380.68,41.8748
1371,513,99,20231115,8,572.66,57.266
1372,386,81,20230802,8,521.39,20.8556
1373,16,37,20230407,10,817.94,139.04980000000003
1374,948,25,20230504,3,632.06,31.602999999999998
1375,581,90,20230619,9,456.45,31.951500000000003
1376,663,57,20230822,3,177.17,21.260399999999997
1377,9,51,20231109,2,902.19,108.2628
1378,517,61,20230716,9,992.18,228.2014
1379,436,30,20230602,9,805.47,177.20340000000002
1380,887,94,20231025,6,435.89,56.6657
1381,815,62,20231119,5,732.55,109.8825
1382,793,40,20230413,4,47.9,1.916
1383,876,13,20230117,5,582.87,174.861
1384,195,9,20230611,2,803.52,184.80960000000002
1385,848,37,20231108,5,780.01,70.20089999999999
1386,733,88,20230822,10,161.71,37.1933
1387,696,92,20230406,3,949.06,28.471799999999998
1388,510,79,20230306,6,328.11,91.87080000000002
1389,225,56,20230604,6,421.08,92.63759999999999
1390,439,32,20230103,8,345.61,79.4903
1391,329,100,20230927,3,995.45,268.7715
1392,739,98,20230303,8,706.04,98.8456
1393,248,48,20230813,10,28.08,7.5816
1394,314,45,20230701,10,946.35,37.854
1395,492,91,20231005,2,339.57,74.7054
1396,384,100,20230604,3,654.2,98.13000000000001
1397,357,25,20231108,5,896.34,224.085
1398,615,59,20230201,2,302.6,30.260000000000005
1399,3,76,20230204,7,437.52,113.7552
1400,333,34,20230726,3,714.71,92.9123
1401,403,22,20230112,4,506.27,101.254
1402,287,54,20230218,10,933.96,140.094
1403,4,11,20231228,9,695.06,27.8024
1404,131,80,20231123,6,232.78,48.8838
1405,265,20,20230120,7,212.36,59.460800000000006
1406,898,87,20231223,1,89.29,17.858
1407,541,93,20230813,5,975.4,282.866
1408,453,81,20230118,2,808.64,72.77759999999999
1409,8,93,20231020,2,111.75,18.997500000000002
1410,300,58,20231028,10,582.68,134.0164
1411,93,42,20231107,7,710.27,191.77290000000002
1412,15,49,20230920,5,778.3,186.79199999999997
1413,730,71,20231009,7,768.59,161.4039
1414,374,80,20231105,2,698.0,69.8
1415,225,63,20230104,2,248.25,4.965
1416,468,56,20230706,4,83.58,3.3432
1417,460,80,20230930,2,886.47,0.0
1418,615,61,20230522,3,759.33,136.67940000000002
1419,714,73,20230726,4,787.31,133.8427
1420,374,73,20230315,6,577.17,115.434
1421,890,80,20230912,7,144.73,18.814899999999998
1422,445,6,20231015,10,879.44,114.3272
1423,410,97,20230606,4,616.73,148.0152
1424,418,14,20230625,3,239.44,23.944000000000003
1425,25,80,20230617,4,587.02,105.66359999999999
1426,520,6,20230510,5,413.89,78.6391
1427,389,48,20230101,6,932.49,261.09720000000004
1428,760,34,20230907,3,783.66,62.6928
1429,41,3,20230121,7,367.11,40.3821
1430,699,62,20230518,6,761.2,83.732
1431,473,50,20230324,7,921.35,193.4835
1432,945,5,20230809,2,958.29,114.9948
1433,474,98,20231007,5,649.8,188.44199999999998
1434,671,29,20230330,3,513.44,35.94080000000001
1435,249,77,20230901,7,818.74,171.9354
1436,242,61,20230906,1,362.59,83.39569999999999
1437,826,89,20231012,6,186.37,42.865100000000005
1438,724,50,20230809,1,45.71,6.8565
1439,293,6,20230516,5,182.51,9.1255
1440,626,19,20230914,6,220.7,35.312
1441,931,50,20231206,5,329.54,72.4988
1442,9,55,20231111,5,732.73,7.3273
1443,649,85,20230706,10,741.02,14.8204
1444,141,47,20230419,4,300.21,66.0462
1445,904,42,20230921,7,272.88,38.2032
1446,616,13,20231105,8,654.28,45.799600000000005
1447,390,75,20230508,4,352.22,17.611
1448,836,46,20231109,3,420.68,96.7564
1449,816,45,20230820,3,174.17,3.4833999999999996
1450,649,54,20230421,1,565.75,118.80749999999999
1451,29,59,20230129,6,504.78,0.0
1452,728,39,20230721,5,809.44,202.36
1453,345,66,20230124,7,297.58,56.5402
1454,602,7,20230428,1,266.38,45.284600000000005
1455,47,13,20230919,10,754.5,105.63000000000001
1456,339,3,20230422,1,739.21,221.763
1457,566,29,20230111,6,589.92,112.08479999999999
1458,742,87,20231025,8,715.39,114.4624
1459,464,85,20231002,7,602.31,138.5313
1460,723,64,20231113,5,476.85,52.453500000000005
1461,688,34,20230908,4,579.38,52.1442
1462,72,50,20230511,6,556.58,77.92120000000001
1463,175,33,20230130,8,909.7,209.23100000000002
1464,854,37,20230916,5,118.95,17.8425
1465,882,62,20230921,3,561.43,140.3575
1466,508,51,20230314,8,875.03,0.0
1467,563,35,20231029,5,467.72,60.8036
1468,709,58,20231109,7,676.56,47.3592
1469,630,86,20230302,5,825.05,214.513
1470,949,54,20230722,5,753.88,218.62519999999998
1471,335,45,20230105,7,831.85,124.7775
1472,363,71,20230814,6,637.44,63.74400000000001
1473,559,4,20231205,9,37.85,6.813
1474,876,55,20230331,7,835.73,75.2157
1475,290,52,20230911,4,801.83,24.0549
1476,958,35,20230630,7,32.38,8.418800000000001
1477,817,12,20230510,9,621.79,130.5759
1478,109,38,20230722,8,172.01,39.5623
1479,206,62,20230521,6,351.59,63.286199999999994
1480,487,12,20230814,5,938.14,215.7722
1481,50,38,20230712,3,886.37,26.5911
1482,346,9,20231007,2,929.22,260.18160000000006
1483,754,7,20230102,9,121.81,19.4896
1484,880,100,20230429,4,948.86,47.443000000000005
1485,936,80,20231225,9,670.72,174.3872
1486,432,49,20230812,7,872.86,43.643
1487,963,12,20231203,7,194.19,54.373200000000004
1488,547,39,20230517,7,193.49,32.8933
1489,487,4,20230409,7,332.5,3.325
1490,713,67,20230827,3,313.4,31.34
1491,981,62,20230427,8,79.22,9.5064
1492,463,93,20230621,7,289.2,75.192
1493,812,7,20230926,2,764.08,168.0976
1494,217,29,20231130,10,319.57,19.1742
1495,891,22,20230907,1,149.4,1.494
1496,960,30,20231110,7,920.71,184.14200000000002
1497,993,41,20230530,6,326.94,22.885800000000003
1498,682,6,20231017,8,659.45,72.5395
1499,328,99,20231121,1,364.29,29.143200000000004
1500,146,10,20231121,4,966.06,0.0
1501,2,20,20230704,4,97.81,0.9781000000000001
1502,420,87,20231025,2,168.34,11.783800000000001
1503,526,17,20230625,1,681.28,81.75359999999999
1504,245,25,20230728,6,554.99,110.998
1505,943,52,20230404,7,965.89,183.5191
1506,537,47,20230125,5,732.53,29.301199999999998
1507,689,60,20230813,6,291.67,0.0
1508,443,65,20231005,1,979.28,117.5136
1509,931,92,20230108,8,557.22,111.44400000000002
1510,703,14,20231130,2,507.32,96.3908
1511,839,38,20230225,1,35.96,7.5516
1512,519,92,20230430,10,531.73,31.9038
1513,989,67,20230720,10,71.86,9.341800000000001
1514,752,35,20230521,3,740.07,111.01050000000001
1515,270,53,20231008,4,385.23,38.523
1516,362,56,20230501,9,913.77,118.7901
1517,441,81,20230703,7,837.78,234.57840000000002
1518,618,51,20231207,3,245.25,39.24
1519,380,5,20230521,8,508.15,30.488999999999997
1520,1000,95,20230809,5,397.88,3.9788
1521,725,30,20231127,3,718.26,79.0086
1522,508,21,20230925,2,767.1,207.11700000000002
1523,180,74,20230109,10,450.18,121.54860000000001
1524,815,55,20230829,8,740.61,59.2488
1525,291,59,20230322,3,884.96,44.248000000000005
1526,425,43,20230919,8,431.57,69.0512
1527,27,67,20230303,9,860.58,163.5102
1528,830,14,20230124,4,794.04,222.33120000000002
1529,704,81,20230325,6,211.89,40.2591
1530,121,21,20230401,10,499.67,74.9505
1531,677,99,20231109,5,703.35,133.6365
1532,123,77,20230516,4,751.02,187.755
1533,472,2,20230101,1,179.79,26.9685
1534,307,77,20231030,7,251.63,55.3586
1535,562,17,20230224,5,64.13,16.0325
1536,217,64,20230808,4,501.24,60.1488
1537,403,72,20231230,5,809.24,186.1252
1538,763,97,20230111,6,493.87,39.5096
1539,883,96,20230902,9,247.09,12.354500000000002
1540,937,56,20231209,9,449.14,35.9312
1541,572,49,20230626,9,824.56,222.6312
1542,728,36,20230124,10,78.78,14.9682
1543,336,67,20231225,8,225.18,40.5324
1544,27,78,20231107,3,473.83,85.2894
1545,386,14,20230119,7,413.89,33.1112
1546,439,67,20231115,5,452.46,85.9674
1547,725,3,20230930,9,767.51,191.8775
1548,886,95,20231005,3,201.57,26.2041
1549,597,41,20230406,9,924.65,175.6835
1550,435,26,20230804,8,63.14,13.8908
1551,661,59,20230513,1,510.75,86.8275
1552,348,2,20230522,2,232.11,4.642200000000001
1553,936,92,20230625,9,703.74,182.97240000000002
1554,342,24,20230918,10,668.81,26.752399999999998
1555,138,41,20231210,4,492.29,88.6122
1556,388,27,20231120,10,86.5,10.379999999999999
1557,538,18,20231207,6,620.68,155.17
1558,673,95,20231114,1,768.61,23.0583
1559,298,36,20231221,6,752.12,203.07240000000002
1560,355,13,20230124,8,53.02,15.3758
1561,971,33,20230506,7,177.91,30.2447
1562,86,53,20230307,9,378.79,41.666900000000005
1563,763,83,20230707,2,377.47,64.16990000000001
1564,702,48,20230610,2,841.95,117.87300000000002
1565,809,20,20230104,10,590.54,106.29719999999999
1566,918,29,20231004,7,670.41,20.112299999999998
1567,378,2,20230102,7,376.52,86.5996
1568,824,59,20230830,3,75.1,7.51
1569,668,69,20230406,9,543.44,124.99120000000002
1570,990,26,20231002,1,58.58,7.6154
1571,309,45,20231005,6,56.02,8.403
1572,608,81,20230805,6,406.98,4.0698
1573,387,91,20230301,8,987.45,296.235
1574,917,99,20231107,5,112.4,32.596
1575,807,94,20230809,5,24.48,1.4687999999999999
1576,75,92,20230830,10,761.76,83.7936
1577,735,83,20230717,3,897.29,251.24120000000002
1578,696,2,20230515,1,231.3,43.947
1579,188,99,20230128,7,340.6,98.774
1580,969,24,20230502,8,695.07,139.014
1581,881,22,20230507,4,386.43,65.6931
1582,194,77,20231209,1,410.53,94.4219
1583,415,13,20230202,5,773.01,146.8719
1584,978,71,20230122,5,666.61,33.3305
1585,910,48,20230903,8,97.31,1.9462000000000002
1586,513,52,20230330,5,896.27,89.62700000000001
1587,19,79,20230914,7,535.55,96.39899999999999
1588,68,88,20230106,2,924.73,36.989200000000004
1589,397,10,20231003,8,184.74,31.405800000000003
1590,459,8,20231009,2,220.74,28.6962
1591,523,67,20230512,7,828.82,33.1528
1592,267,27,20231103,3,278.19,55.638000000000005
1593,973,46,20230812,4,741.03,200.0781
1594,528,29,20230101,1,710.96,21.3288
1595,476,79,20231004,3,317.35,19.041
1596,917,42,20230711,7,702.63,77.2893
1597,237,24,20230315,10,406.66,69.13220000000001
1598,412,95,20230629,8,520.23,46.8207
1599,931,14,20230108,8,248.88,59.731199999999994
1600,554,82,20230903,3,272.96,19.1072
1601,490,52,20230819,1,787.24,220.42720000000003
1602,575,70,20230303,5,723.27,188.0502
1603,949,3,20231128,6,759.63,15.1926
1604,154,70,20230719,2,550.03,159.50869999999998
1605,327,92,20230817,8,175.39,26.3085
1606,57,45,20230316,5,736.33,169.35590000000002
1607,2,99,20230404,3,279.71,39.1594
1608,814,40,20231127,10,523.33,10.466600000000001
1609,629,25,20230129,1,117.44,29.36
1610,161,36,20230425,5,269.8,72.846
1611,180,87,20230818,6,919.47,202.2834
1612,653,28,20230731,7,102.17,19.412300000000002
1613,517,46,20230121,8,332.09,3.3209
1614,165,62,20230217,3,577.7,23.108
1615,371,31,20230731,2,807.68,88.84479999999999
1616,143,42,20230320,3,450.94,76.6598
1617,150,94,20230129,9,340.64,51.096
1618,355,71,20230227,4,777.92,155.584
1619,77,21,20230412,2,490.93,127.6418
1620,668,68,20230617,10,706.46,162.4858
1621,500,99,20230903,9,577.34,5.7734000000000005
1622,257,88,20230302,10,208.17,56.2059
1623,855,41,20230211,8,528.94,153.39260000000002
1624,849,83,20231018,3,540.4,70.252
1625,744,43,20230604,3,570.52,74.1676
1626,683,37,20230811,6,708.13,28.3252
1627,920,44,20230124,1,319.18,38.3016
1628,792,36,20230309,7,372.02,40.9222
1629,991,28,20230410,5,491.0,9.82
1630,93,48,20230515,8,854.41,213.6025
1631,636,3,20230719,8,500.33,85.0561
1632,973,55,20231207,10,651.44,188.9176
1633,937,70,20230616,3,754.11,173.4453
1634,277,40,20231106,6,814.04,24.4212
1635,593,32,20230804,1,571.21,97.10570000000001
1636,481,45,20230830,3,60.28,5.4252
1637,852,57,20230906,4,191.6,45.983999999999995
1638,902,34,20231001,8,943.92,56.6352
1639,954,28,20230620,3,792.36,182.24280000000002
1640,845,30,20230514,5,228.58,29.715400000000002
1641,809,45,20230211,4,342.0,99.17999999999999
1642,706,38,20230207,2,921.29,101.3419
1643,25,11,20230526,4,652.25,39.135
1644,465,81,20230716,2,753.61,30.1444
1645,500,63,20230827,4,656.54,65.654
1646,872,47,20230707,3,305.13,57.9747
1647,850,80,20231103,8,157.76,33.129599999999996
1648,620,69,20230303,6,767.28,191.82
1649,934,50,20230109,6,443.62,102.0326
1650,333,99,20230222,2,410.45,73.881
1651,527,100,20230222,10,983.43,285.19469999999995
1652,181,98,20231107,7,726.62,174.3888
1653,50,2,20231205,4,806.17,16.1234
1654,948,6,20231022,5,801.61,168.3381
1655,138,4,20231106,9,849.62,76.4658
1656,231,40,20230616,5,880.15,149.62550000000002
1657,794,92,20230714,8,806.57,217.77390000000003
1658,671,70,20230512,1,370.79,48.20270000000001
1659,471,26,20231001,7,834.01,141.7817
1660,949,68,20230905,4,405.98,105.55480000000001
1661,470,53,20230521,10,888.44,248.76320000000004
1662,18,43,20230328,4,69.39,11.102400000000001
1663,532,38,20230711,1,73.38,8.0718
1664,201,61,20231108,6,929.56,37.1824
1665,374,35,20230714,3,265.02,34.4526
1666,484,64,20230525,2,556.07,111.21400000000001
1667,165,72,20230703,9,145.43,40.720400000000005
1668,662,92,20230929,8,751.27,45.0762
1669,218,37,20230729,10,371.6,29.728
1670,635,100,20230816,5,784.23,101.9499
1671,433,25,20230807,9,648.5,162.125
1672,319,61,20230622,7,584.24,128.5328
1673,376,74,20231227,7,974.35,146.1525
1674,187,77,20230115,7,887.53,124.25420000000001
1675,251,38,20230618,4,293.41,23.472800000000003
1676,28,91,20230508,3,577.44,98.16480000000001
1677,696,4,20230219,9,553.09,5.530900000000001
1678,64,84,20230107,3,599.53,29.9765
1679,485,97,20230811,9,596.52,143.16479999999999
1680,894,80,20231017,6,570.78,136.9872
1681,938,5,20230902,2,150.15,40.5405
1682,192,11,20231030,5,713.04,42.782399999999996
1683,251,55,20230924,9,280.38,28.038
1684,902,26,20230106,7,228.66,45.732
1685,649,96,20230704,3,164.88,31.3272
1686,931,36,20230611,8,643.91,51.5128
1687,774,63,20230415,3,715.33,178.8325
1688,240,28,20230120,3,343.52,27.4816
1689,160,93,20231213,5,875.65,17.513
1690,864,26,20230609,3,624.76,62.476
1691,78,67,20230808,2,242.0,21.779999999999998
1692,33,79,20231220,4,906.11,135.91649999999998
1693,505,88,20230715,4,754.02,218.6658
1694,669,72,20230204,7,215.94,0.0
1695,79,30,20230517,9,217.18,0.0
1696,5,26,20230708,8,428.44,4.2844
1697,441,12,20231209,7,925.4,222.09599999999998
1698,533,84,20230929,8,95.63,10.5193
1699,898,78,20230210,9,521.72,31.3032
1700,605,20,20230114,3,200.68,22.0748
1701,805,68,20230827,7,799.22,0.0
1702,817,36,20230102,1,221.32,50.9036
1703,827,40,20231103,6,97.41,19.482
1704,582,66,20230613,3,64.25,10.922500000000001
1705,990,24,20230729,4,100.29,5.014500000000001
1706,459,27,20231109,10,997.59,159.61440000000002
1707,633,67,20231209,5,132.32,10.5856
1708,761,37,20231015,5,786.71,165.2091
1709,508,62,20230307,9,377.03,26.3921
1710,548,49,20230520,8,627.76,125.552
1711,365,62,20230318,9,651.53,58.637699999999995
1712,215,63,20230403,4,356.83,21.409799999999997
1713,216,12,20230131,7,631.51,31.5755
1714,292,90,20230830,8,204.9,6.147
1715,680,5,20231128,1,827.11,140.6087
1716,351,41,20230108,10,574.55,28.7275
1717,182,19,20230119,4,424.39,59.41460000000001
1718,979,23,20230816,7,424.06,80.5714
1719,921,6,20230304,3,492.2,118.12799999999999
1720,717,66,20231004,5,814.29,162.858
1721,179,58,20230223,10,521.53,41.7224
1722,246,71,20230830,8,411.94,37.0746
1723,25,21,20230208,2,96.32,15.4112
1724,202,8,20231208,6,162.92,35.8424
1725,345,60,20231226,7,285.63,62.8386
1726,364,47,20231111,9,721.56,101.0184
1727,676,57,20231206,3,303.96,54.712799999999994
1728,128,35,20230613,1,195.19,11.7114
1729,258,38,20230218,10,688.76,68.876
1730,537,27,20230501,6,800.48,200.12
1731,255,43,20230801,10,523.27,83.7232
1732,4,52,20230103,8,435.18,0.0
1733,238,95,20230203,8,242.33,24.233000000000004
1734,719,3,20230320,9,380.26,11.4078
1735,982,98,20230820,1,238.02,52.3644
1736,850,38,20231130,4,548.31,137.0775
1737,15,96,20230716,1,825.83,165.16600000000003
1738,95,64,20230320,1,947.17,246.2642
1739,839,68,20230914,1,395.46,114.68339999999999
1740,322,62,20230905,10,437.56,17.5024
1741,811,37,20230608,2,347.08,90.2408
1742,207,6,20231003,1,903.07,234.7982
1743,271,93,20230325,3,992.52,238.20479999999998
1744,703,40,20230225,2,863.63,17.2726
1745,545,81,20230814,10,947.97,113.7564
1746,610,12,20230703,6,999.3,19.986
1747,915,83,20230829,4,456.22,59.308600000000006
1748,985,94,20230805,1,431.23,125.05669999999999
1749,662,88,20230903,9,516.69,134.3394
1750,882,37,20231101,10,232.78,23.278000000000002
1751,597,46,20230715,6,391.1,31.288000000000004
1752,638,26,20231208,4,307.98,40.037400000000005
1753,52,54,20231113,9,49.05,6.3765
1754,279,26,20231124,7,891.01,8.9101
1755,610,89,20230430,6,355.03,35.503
1756,707,92,20231005,2,256.97,17.987900000000003
1757,982,80,20230326,8,248.66,7.4597999999999995
1758,181,70,20230305,4,556.33,27.816500000000005
1759,928,49,20230604,5,572.08,22.883200000000002
1760,560,34,20230531,3,937.66,234.415
1761,228,44,20230812,4,915.85,27.4755
1762,391,15,20230616,5,704.14,161.9522
1763,790,80,20231010,5,560.43,117.69029999999998
1764,375,26,20231003,3,750.03,187.5075
1765,276,75,20231014,8,650.85,162.7125
1766,716,94,20230511,6,96.73,12.574900000000001
1767,653,91,20231205,1,657.43,164.3575
1768,959,89,20230624,10,844.56,160.4664
1769,482,58,20230514,4,149.99,31.4979
1770,505,78,20231018,9,962.21,115.4652
1771,680,1,20230311,10,766.38,61.3104
1772,649,87,20230212,5,812.07,32.482800000000005
1773,109,90,20230624,2,724.22,101.39080000000001
1774,24,88,20230522,6,83.52,9.187199999999999
1775,145,81,20231018,5,919.02,45.951
1776,195,84,20230828,5,676.76,135.352
1777,793,59,20230406,7,714.07,14.281400000000001
1778,247,87,20230531,6,72.39,13.754100000000001
1779,932,94,20231209,6,480.07,24.003500000000003
1780,675,8,20230905,6,361.92,83.2416
1781,905,89,20230406,3,649.53,25.9812
1782,229,30,20231105,9,707.26,198.0328
1783,221,14,20231107,4,880.74,35.2296
1784,10,61,20230928,8,191.09,21.0199
1785,862,32,20230503,2,483.36,62.836800000000004
1786,22,29,20231231,1,350.69,63.124199999999995
1787,158,6,20230902,7,629.52,81.8376
1788,772,79,20230609,8,63.37,16.4762
1789,917,19,20231023,3,377.04,105.57120000000002
1790,550,28,20230407,6,675.47,87.81110000000001
1791,284,31,20230605,5,430.91,4.3091
1792,807,83,20230208,5,319.44,86.2488
1793,198,71,20230110,3,694.34,201.3586
1794,190,77,20230529,5,204.09,8.1636
1795,694,8,20230617,7,395.75,27.702500000000004
1796,853,92,20230711,3,131.7,22.389
1797,322,73,20230320,4,184.5,42.435
1798,147,22,20231128,4,95.64,4.782
1799,208,56,20230401,2,743.45,22.3035
1800,764,22,20230625,7,551.12,93.69040000000001
1801,584,52,20231006,10,89.35,18.763499999999997
1802,676,20,20230502,1,373.27,3.7327
1803,422,22,20230913,5,444.21,115.4946
1804,352,1,20230501,5,676.32,114.97440000000002
1805,932,14,20230905,10,37.93,1.1379
1806,745,70,20230606,3,465.61,125.71470000000001
1807,335,39,20230906,7,890.74,178.14800000000002
1808,462,71,20230108,4,549.69,71.45970000000001
1809,440,9,20230222,7,143.65,38.785500000000006
1810,430,21,20230328,7,852.21,76.6989
1811,85,89,20230906,9,626.24,131.5104
1812,283,11,20230319,6,259.01,67.3426
1813,740,90,20230210,6,344.25,82.61999999999999
1814,217,2,20230630,7,151.28,39.3328
1815,385,26,20231225,5,570.55,74.1715
1816,786,36,20230729,10,123.74,23.5106
1817,672,79,20231005,6,142.92,32.8716
1818,396,93,20230519,5,665.48,99.822
1819,881,5,20230219,5,259.16,31.099200000000003
1820,995,35,20230119,3,500.87,10.0174
1821,184,3,20230308,6,444.37,57.768100000000004
1822,289,86,20230517,8,948.65,246.649
1823,35,27,20230906,8,220.09,15.406300000000002
1824,94,48,20231204,10,794.73,214.57710000000003
1825,958,77,20230130,3,79.2,11.88
1826,309,98,20230805,8,717.28,208.01119999999997
1827,542,62,20230612,8,195.53,43.016600000000004
1828,44,40,20230707,10,182.85,21.942
1829,327,43,20230916,5,417.77,96.0871
1830,871,76,20230927,4,665.03,93.1042
1831,114,4,20230331,2,480.36,105.67920000000001
1832,830,12,20230901,7,406.21,109.6767
1833,394,1,20230725,1,669.94,140.6874
1834,522,5,20230930,4,763.02,137.34359999999998
1835,912,52,20230515,3,125.64,23.8716
